mentee_id,priority_skills,priority_domain,priority_exp,priority_rating,w_skills,w_domain,w_exp,w_rating
mentee_0a75aa0f,5,1,2,3,0.3727,0.1545,0.2091,0.2636
mentee_cb9c495c,2,1,3,4,0.22,0.16,0.28,0.34
mentee_0a4d2e8f,4,3,4,3,0.2714,0.2286,0.2714,0.2286
mentee_7d596d78,2,2,1,2,0.2714,0.2714,0.1857,0.2714
mentee_1ce216c0,2,1,5,5,0.1923,0.1462,0.3308,0.3308
mentee_86c49f7e,3,5,5,5,0.2,0.2667,0.2667,0.2667
mentee_1cfd1208,2,5,2,2,0.2091,0.3727,0.2091,0.2091
mentee_37dae381,1,3,1,4,0.1667,0.3,0.1667,0.3667
mentee_972e44e7,2,5,5,4,0.175,0.2875,0.2875,0.25
mentee_3d0b94d6,3,2,4,4,0.2385,0.1923,0.2846,0.2846
mentee_255ed2dc,4,2,2,2,0.34,0.22,0.22,0.22
mentee_b4dab8b0,2,1,4,1,0.25,0.175,0.4,0.175
mentee_0cc68cdd,3,4,2,2,0.2636,0.3182,0.2091,0.2091
mentee_708e900e,2,1,2,4,0.2333,0.1667,0.2333,0.3667
mentee_caf0523f,5,4,3,4,0.2875,0.25,0.2125,0.25
mentee_67580054,2,4,4,1,0.2091,0.3182,0.3182,0.1545
mentee_acd04718,5,4,3,4,0.2875,0.25,0.2125,0.25
mentee_5f66027d,5,5,5,5,0.25,0.25,0.25,0.25
mentee_4217bf40,5,1,5,1,0.35,0.15,0.35,0.15
mentee_7636b059,4,4,1,2,0.3182,0.3182,0.1545,0.2091
mentee_94c4933c,5,5,4,1,0.3,0.3,0.26,0.14
mentee_b3d2c267,5,4,5,1,0.3,0.26,0.3,0.14
mentee_8a69102a,2,3,4,4,0.1923,0.2385,0.2846,0.2846
mentee_3019e632,3,3,4,2,0.25,0.25,0.3,0.2
mentee_b5c4c8db,4,3,5,1,0.2846,0.2385,0.3308,0.1462
mentee_b298898a,5,2,4,4,0.3,0.18,0.26,0.26
mentee_cc5ac961,1,5,1,2,0.1667,0.4333,0.1667,0.2333
mentee_d729828d,5,5,2,4,0.2875,0.2875,0.175,0.25
mentee_f7df79fc,4,3,4,1,0.3,0.25,0.3,0.15
mentee_c3fa526d,2,4,5,2,0.1923,0.2846,0.3308,0.1923
mentee_513b3fdc,4,1,3,3,0.3182,0.1545,0.2636,0.2636
mentee_b8eddeee,2,1,1,1,0.34,0.22,0.22,0.22
mentee_2b1e4a7e,4,3,1,5,0.2846,0.2385,0.1462,0.3308
mentee_a68e62e7,4,5,5,2,0.25,0.2875,0.2875,0.175
mentee_a0caa7a3,4,5,4,1,0.2714,0.3143,0.2714,0.1429
mentee_8b04598a,2,3,5,2,0.2,0.25,0.35,0.2
mentee_e28e3b02,2,2,2,1,0.2714,0.2714,0.2714,0.1857
mentee_17bb0f7b,4,3,3,4,0.2714,0.2286,0.2286,0.2714
mentee_d7d5f907,3,2,1,2,0.325,0.25,0.175,0.25
mentee_6dd5963a,2,1,5,3,0.2091,0.1545,0.3727,0.2636
mentee_67f2810b,1,4,4,4,0.1462,0.2846,0.2846,0.2846
mentee_560bb767,5,1,5,4,0.3,0.14,0.3,0.26
mentee_94fbbfdd,2,2,5,4,0.1923,0.1923,0.3308,0.2846
mentee_2db2ea51,4,4,4,1,0.2846,0.2846,0.2846,0.1462
mentee_c84b4288,5,5,1,2,0.3308,0.3308,0.1462,0.1923
mentee_9c1be343,5,3,5,5,0.2667,0.2,0.2667,0.2667
mentee_331b8d8b,2,1,2,2,0.2714,0.1857,0.2714,0.2714
mentee_cb8521f3,1,3,1,2,0.1857,0.3571,0.1857,0.2714
mentee_b87248c4,1,5,5,3,0.1429,0.3143,0.3143,0.2286
mentee_c37e8617,3,1,1,1,0.4,0.2,0.2,0.2
mentee_02cc092d,4,2,2,3,0.3182,0.2091,0.2091,0.2636
mentee_016c9946,5,5,5,5,0.25,0.25,0.25,0.25
mentee_b1e3d8c1,2,4,5,3,0.1857,0.2714,0.3143,0.2286
mentee_7528df5d,1,1,3,3,0.175,0.175,0.325,0.325
mentee_d0e91d27,3,4,1,4,0.25,0.3,0.15,0.3
mentee_aa482b12,5,1,3,4,0.3308,0.1462,0.2385,0.2846
mentee_3aeb8d44,2,1,3,3,0.2333,0.1667,0.3,0.3
mentee_5a6b21a8,5,4,5,2,0.2875,0.25,0.2875,0.175
mentee_1c70ca0a,2,5,1,1,0.2333,0.4333,0.1667,0.1667
mentee_36a41520,5,5,1,4,0.3,0.3,0.14,0.26
mentee_affadba3,5,3,4,5,0.2765,0.2059,0.2412,0.2765
mentee_efda9eee,3,3,5,5,0.2125,0.2125,0.2875,0.2875
mentee_5afe376a,5,3,2,5,0.3,0.22,0.18,0.3
mentee_d8c98d9a,5,4,5,4,0.2667,0.2333,0.2667,0.2333
mentee_5c709633,4,2,5,2,0.2846,0.1923,0.3308,0.1923
mentee_8865891f,3,2,1,1,0.3571,0.2714,0.1857,0.1857
mentee_6d3f732e,1,4,1,2,0.175,0.4,0.175,0.25
mentee_f6092146,5,4,4,1,0.3143,0.2714,0.2714,0.1429
mentee_f831c461,3,3,5,2,0.2385,0.2385,0.3308,0.1923
mentee_f035b37b,1,2,3,3,0.1667,0.2333,0.3,0.3
mentee_86ca1ee0,1,3,3,5,0.15,0.25,0.25,0.35
mentee_8e0ef117,5,3,1,1,0.4,0.28,0.16,0.16
mentee_eab17e4b,3,3,4,5,0.22,0.22,0.26,0.3
mentee_2d645441,5,1,2,2,0.4,0.16,0.22,0.22
mentee_f4cd6363,3,3,4,4,0.2286,0.2286,0.2714,0.2714
mentee_79dcb265,1,2,4,2,0.1667,0.2333,0.3667,0.2333
mentee_fcaca112,4,5,3,4,0.25,0.2875,0.2125,0.25
mentee_f589b2f9,4,1,5,3,0.2846,0.1462,0.3308,0.2385
mentee_d8d57883,5,3,5,5,0.2667,0.2,0.2667,0.2667
mentee_b3d0073b,1,2,5,3,0.1545,0.2091,0.3727,0.2636
mentee_f5724190,3,1,2,3,0.3,0.1667,0.2333,0.3
mentee_57194372,1,3,4,5,0.1462,0.2385,0.2846,0.3308
mentee_68153218,2,5,5,4,0.175,0.2875,0.2875,0.25
mentee_120cfea3,2,5,1,3,0.2091,0.3727,0.1545,0.2636
mentee_9f44b74c,3,1,3,4,0.2636,0.1545,0.2636,0.3182
mentee_f854df3f,1,4,2,3,0.16,0.34,0.22,0.28
mentee_add0d7f6,4,3,2,5,0.2714,0.2286,0.1857,0.3143
mentee_2d2154b8,3,2,1,3,0.3,0.2333,0.1667,0.3
mentee_63dba622,1,2,1,4,0.175,0.25,0.175,0.4
mentee_4b4689ca,5,1,4,5,0.3,0.14,0.26,0.3
mentee_4f7b7444,2,2,3,4,0.2091,0.2091,0.2636,0.3182
mentee_ca44a002,5,3,3,2,0.3308,0.2385,0.2385,0.1923
mentee_672132ec,1,5,2,2,0.16,0.4,0.22,0.22
mentee_13483977,1,4,4,5,0.1429,0.2714,0.2714,0.3143
mentee_bb4d8afe,1,1,3,1,0.2,0.2,0.4,0.2
mentee_3b61681a,5,1,3,4,0.3308,0.1462,0.2385,0.2846
mentee_add628c7,1,1,5,3,0.16,0.16,0.4,0.28
mentee_85c3cacd,1,5,3,2,0.1545,0.3727,0.2636,0.2091
mentee_778e3bed,3,2,2,3,0.28,0.22,0.22,0.28
mentee_e1aa5673,3,5,3,4,0.22,0.3,0.22,0.26
mentee_c5459064,1,3,2,2,0.175,0.325,0.25,0.25
mentee_e46e1233,3,1,1,5,0.28,0.16,0.16,0.4
mentee_c5bf4299,5,5,1,2,0.3308,0.3308,0.1462,0.1923
mentee_6c9bf1ad,5,3,5,3,0.2875,0.2125,0.2875,0.2125
mentee_a8c4829e,3,2,3,5,0.2385,0.1923,0.2385,0.3308
mentee_e8cd5825,2,2,1,3,0.25,0.25,0.175,0.325
mentee_92645149,5,3,5,4,0.2765,0.2059,0.2765,0.2412
mentee_35be48c4,1,2,1,4,0.175,0.25,0.175,0.4
mentee_0efb7c50,1,1,4,1,0.1857,0.1857,0.4429,0.1857
mentee_a707cfb2,1,4,4,2,0.1545,0.3182,0.3182,0.2091
mentee_52c0f5b6,5,5,4,5,0.2579,0.2579,0.2263,0.2579
mentee_1eac1214,3,3,3,2,0.2636,0.2636,0.2636,0.2091
mentee_9839bdff,5,1,4,5,0.3,0.14,0.26,0.3
mentee_de33a81a,2,1,4,1,0.25,0.175,0.4,0.175
mentee_c822551b,4,3,4,4,0.26,0.22,0.26,0.26
mentee_2ae99c58,2,2,2,5,0.2091,0.2091,0.2091,0.3727
mentee_8c673256,3,3,4,2,0.25,0.25,0.3,0.2
mentee_b865efe2,3,3,4,4,0.2286,0.2286,0.2714,0.2714
mentee_1edca6d1,1,1,4,1,0.1857,0.1857,0.4429,0.1857
mentee_bf09db03,3,4,4,2,0.2385,0.2846,0.2846,0.1923
mentee_6d04da41,3,3,5,5,0.2125,0.2125,0.2875,0.2875
mentee_d0801eb1,2,5,1,4,0.2,0.35,0.15,0.3
mentee_3e716219,1,3,5,1,0.16,0.28,0.4,0.16
mentee_b58cb78f,3,5,4,4,0.2125,0.2875,0.25,0.25
mentee_4b4391ff,5,4,2,5,0.2875,0.25,0.175,0.2875
mentee_6d03d779,2,5,2,4,0.1923,0.3308,0.1923,0.2846
mentee_b714e3f0,4,1,3,2,0.34,0.16,0.28,0.22
mentee_40b85bc3,5,4,4,5,0.2667,0.2333,0.2333,0.2667
mentee_b50c5314,3,5,2,2,0.25,0.35,0.2,0.2
mentee_7b85009b,1,5,4,1,0.1545,0.3727,0.3182,0.1545
mentee_9059dab3,5,5,4,3,0.2765,0.2765,0.2412,0.2059
mentee_a2ac468d,5,1,4,2,0.35,0.15,0.3,0.2
mentee_02625d25,3,4,1,5,0.2385,0.2846,0.1462,0.3308
mentee_31464d63,1,5,4,3,0.1462,0.3308,0.2846,0.2385
mentee_cb4df23f,4,1,1,2,0.4,0.175,0.175,0.25
mentee_97d7728f,2,5,1,2,0.22,0.4,0.16,0.22
mentee_3e2ed346,2,4,5,3,0.1857,0.2714,0.3143,0.2286
mentee_35697eaa,4,5,5,4,0.2333,0.2667,0.2667,0.2333
mentee_d3934f71,2,2,3,3,0.22,0.22,0.28,0.28
mentee_929c77ac,5,3,4,3,0.3,0.22,0.26,0.22
mentee_4a45bf23,1,5,1,5,0.15,0.35,0.15,0.35
mentee_eea599e4,5,4,2,3,0.3143,0.2714,0.1857,0.2286
mentee_a92e7887,1,3,5,1,0.16,0.28,0.4,0.16
mentee_03f4a28b,1,5,3,1,0.16,0.4,0.28,0.16
mentee_d762ad19,3,1,2,4,0.28,0.16,0.22,0.34
mentee_018654cf,5,4,3,4,0.2875,0.25,0.2125,0.25
mentee_4e7a6f25,4,4,4,5,0.2412,0.2412,0.2412,0.2765
mentee_df4d2f0a,2,2,4,2,0.22,0.22,0.34,0.22
mentee_2ee2d4ef,2,5,4,3,0.1857,0.3143,0.2714,0.2286
mentee_be323df4,4,2,3,2,0.3182,0.2091,0.2636,0.2091
mentee_12cfdfb9,2,1,1,1,0.34,0.22,0.22,0.22
mentee_a11f2acb,2,4,4,2,0.2,0.3,0.3,0.2
mentee_a622aa97,1,2,4,4,0.1545,0.2091,0.3182,0.3182
mentee_015fcdb3,5,4,5,2,0.2875,0.25,0.2875,0.175
mentee_9044578e,4,5,4,5,0.2333,0.2667,0.2333,0.2667
mentee_1acb6af4,4,4,3,2,0.2846,0.2846,0.2385,0.1923
mentee_60945503,2,4,5,1,0.2,0.3,0.35,0.15
mentee_19af49c4,5,4,2,5,0.2875,0.25,0.175,0.2875
mentee_4a34bbde,3,4,5,5,0.2059,0.2412,0.2765,0.2765
mentee_a93f6cb1,3,1,1,5,0.28,0.16,0.16,0.4
mentee_473a6267,4,3,1,5,0.2846,0.2385,0.1462,0.3308
mentee_2fc94238,4,1,2,5,0.3,0.15,0.2,0.35
mentee_6931540c,3,4,5,1,0.2385,0.2846,0.3308,0.1462
mentee_14f6ee91,5,5,1,2,0.3308,0.3308,0.1462,0.1923
mentee_fab573ff,4,1,5,5,0.26,0.14,0.3,0.3
mentee_02be8b0e,3,5,1,3,0.25,0.35,0.15,0.25
mentee_51ca582a,5,1,4,4,0.3143,0.1429,0.2714,0.2714
mentee_e7461f31,5,4,5,3,0.2765,0.2412,0.2765,0.2059
mentee_fdee310c,4,3,3,3,0.2846,0.2385,0.2385,0.2385
mentee_47ef6359,2,1,5,3,0.2091,0.1545,0.3727,0.2636
mentee_942dff5a,5,3,1,4,0.3308,0.2385,0.1462,0.2846
mentee_2ecc0a57,5,2,5,1,0.3308,0.1923,0.3308,0.1462
mentee_e64b73fa,3,5,1,3,0.25,0.35,0.15,0.25
mentee_4572b685,4,1,2,5,0.3,0.15,0.2,0.35
mentee_46078663,1,3,3,2,0.1667,0.3,0.3,0.2333
mentee_f9d7e59a,5,3,3,3,0.3143,0.2286,0.2286,0.2286
mentee_f227fe32,1,1,5,2,0.1667,0.1667,0.4333,0.2333
mentee_79b85fd6,5,2,4,3,0.3143,0.1857,0.2714,0.2286
mentee_9fb3acd9,2,3,2,4,0.2091,0.2636,0.2091,0.3182
mentee_18edc468,2,5,1,3,0.2091,0.3727,0.1545,0.2636
mentee_d72773d3,1,2,5,2,0.16,0.22,0.4,0.22
mentee_cc515dd7,4,4,4,2,0.2714,0.2714,0.2714,0.1857
mentee_c0048a85,4,2,2,5,0.2846,0.1923,0.1923,0.3308
mentee_2931eda7,3,1,3,1,0.325,0.175,0.325,0.175
mentee_43f8fb3c,1,2,4,4,0.1545,0.2091,0.3182,0.3182
mentee_cbcbee1d,4,3,4,5,0.25,0.2125,0.25,0.2875
mentee_6d0d6d55,2,4,4,4,0.1857,0.2714,0.2714,0.2714
mentee_76b48daf,3,2,5,4,0.2286,0.1857,0.3143,0.2714
mentee_56200685,1,3,4,4,0.15,0.25,0.3,0.3
mentee_3a6f0596,3,5,1,1,0.28,0.4,0.16,0.16
mentee_4a163be5,5,3,4,5,0.2765,0.2059,0.2412,0.2765
mentee_b00baca7,3,3,3,3,0.25,0.25,0.25,0.25
mentee_4f2af524,1,3,5,4,0.1462,0.2385,0.3308,0.2846
mentee_d80fd35b,4,2,5,2,0.2846,0.1923,0.3308,0.1923
mentee_2db54029,5,3,2,3,0.3308,0.2385,0.1923,0.2385
mentee_1c4205f5,5,1,1,1,0.475,0.175,0.175,0.175
mentee_743aaab8,1,4,1,5,0.1545,0.3182,0.1545,0.3727
mentee_04b7539d,1,4,3,2,0.16,0.34,0.28,0.22
mentee_93a901fb,3,3,2,1,0.3,0.3,0.2333,0.1667
mentee_ce4d5d4d,1,5,1,1,0.175,0.475,0.175,0.175
mentee_27c31ff5,5,2,5,1,0.3308,0.1923,0.3308,0.1462
mentee_76382f48,1,1,5,2,0.1667,0.1667,0.4333,0.2333
mentee_f8312af6,4,5,2,1,0.3,0.35,0.2,0.15
mentee_b8916cb3,2,3,3,4,0.2,0.25,0.25,0.3
mentee_5d918e07,1,4,3,4,0.15,0.3,0.25,0.3
mentee_4f9b570b,3,3,2,1,0.3,0.3,0.2333,0.1667
mentee_219d681d,3,1,4,4,0.25,0.15,0.3,0.3
mentee_46635daa,3,1,3,3,0.28,0.16,0.28,0.28
mentee_0185c700,2,4,1,4,0.2091,0.3182,0.1545,0.3182
mentee_c7e32607,2,5,4,2,0.1923,0.3308,0.2846,0.1923
mentee_95de1670,4,1,2,5,0.3,0.15,0.2,0.35
mentee_b8ecd818,4,2,5,1,0.3,0.2,0.35,0.15
mentee_6df946a4,4,3,1,1,0.3667,0.3,0.1667,0.1667
mentee_205aed3c,1,1,5,3,0.16,0.16,0.4,0.28
mentee_ca94d094,4,1,4,2,0.3182,0.1545,0.3182,0.2091
mentee_70054d47,1,1,4,3,0.1667,0.1667,0.3667,0.3
mentee_eab25d1d,2,3,4,5,0.1857,0.2286,0.2714,0.3143
mentee_9fc6df4a,1,5,4,4,0.1429,0.3143,0.2714,0.2714
mentee_a1788bc3,4,4,1,5,0.2714,0.2714,0.1429,0.3143
mentee_f218e405,2,1,4,4,0.2091,0.1545,0.3182,0.3182
mentee_17c359ce,1,5,5,3,0.1429,0.3143,0.3143,0.2286
mentee_8f410454,3,3,4,1,0.2636,0.2636,0.3182,0.1545
mentee_8e3bb299,1,3,5,3,0.15,0.25,0.35,0.25
mentee_e654a5b4,1,4,3,2,0.16,0.34,0.28,0.22
mentee_dc3719d7,2,5,1,4,0.2,0.35,0.15,0.3
mentee_e6de9d4d,2,3,4,1,0.22,0.28,0.34,0.16
mentee_0ca2d35a,3,4,1,4,0.25,0.3,0.15,0.3
mentee_efcd55a6,2,2,1,2,0.2714,0.2714,0.1857,0.2714
mentee_e75bac8a,1,5,2,4,0.15,0.35,0.2,0.3
mentee_6a4a3ab0,4,1,5,3,0.2846,0.1462,0.3308,0.2385
mentee_a0a5cc36,4,5,4,1,0.2714,0.3143,0.2714,0.1429
mentee_2f1c5f3b,1,3,1,3,0.175,0.325,0.175,0.325
mentee_2857190f,1,4,1,2,0.175,0.4,0.175,0.25
mentee_44e83816,5,4,5,2,0.2875,0.25,0.2875,0.175
mentee_4c4f2d7b,5,2,1,1,0.4333,0.2333,0.1667,0.1667
mentee_edf33005,2,4,1,4,0.2091,0.3182,0.1545,0.3182
mentee_9ebfcc41,5,1,2,2,0.4,0.16,0.22,0.22
mentee_13a45caa,1,2,1,3,0.1857,0.2714,0.1857,0.3571
mentee_deed622c,1,4,5,2,0.15,0.3,0.35,0.2
mentee_ccf37d2e,5,1,1,1,0.475,0.175,0.175,0.175
mentee_4eaaaadc,4,5,5,2,0.25,0.2875,0.2875,0.175
mentee_adb63e6c,1,2,4,3,0.16,0.22,0.34,0.28
mentee_5b210f65,4,3,1,5,0.2846,0.2385,0.1462,0.3308
mentee_95bbf9fc,5,2,3,2,0.35,0.2,0.25,0.2
mentee_cd3f76b5,1,5,2,3,0.1545,0.3727,0.2091,0.2636
mentee_1106bf08,1,1,3,2,0.1857,0.1857,0.3571,0.2714
mentee_5742031c,4,2,3,5,0.2714,0.1857,0.2286,0.3143
mentee_02925c2a,2,4,2,5,0.1923,0.2846,0.1923,0.3308
mentee_0b8a72da,1,2,1,5,0.1667,0.2333,0.1667,0.4333
mentee_8d923489,4,2,1,4,0.3182,0.2091,0.1545,0.3182
mentee_3adb4323,1,1,1,2,0.22,0.22,0.22,0.34
mentee_d2d8a426,1,5,3,4,0.1462,0.3308,0.2385,0.2846
mentee_cf4d73df,4,2,2,2,0.34,0.22,0.22,0.22
mentee_95821f9b,3,5,4,4,0.2125,0.2875,0.25,0.25
mentee_ddabeb09,2,2,5,1,0.22,0.22,0.4,0.16
mentee_f22feabe,5,2,4,5,0.2875,0.175,0.25,0.2875
mentee_01824b27,1,3,3,4,0.1545,0.2636,0.2636,0.3182
mentee_00f7777b,1,5,2,2,0.16,0.4,0.22,0.22
mentee_5c956e34,1,5,1,5,0.15,0.35,0.15,0.35
mentee_ace87121,3,5,5,2,0.22,0.3,0.3,0.18
mentee_30a39c5a,4,2,3,1,0.34,0.22,0.28,0.16
mentee_30d083e7,2,1,2,4,0.2333,0.1667,0.2333,0.3667
mentee_6a80823a,4,2,2,1,0.3667,0.2333,0.2333,0.1667
mentee_a3694125,1,3,3,2,0.1667,0.3,0.3,0.2333
mentee_a022244c,4,3,3,5,0.26,0.22,0.22,0.3
mentee_3e4a1e05,4,1,1,1,0.4429,0.1857,0.1857,0.1857
mentee_4fbf5071,5,2,2,1,0.4,0.22,0.22,0.16
mentee_2c9499d4,4,5,1,1,0.3182,0.3727,0.1545,0.1545
mentee_8473e952,2,4,5,5,0.175,0.25,0.2875,0.2875
mentee_190f3b93,3,4,2,3,0.25,0.3,0.2,0.25
mentee_2f6b6633,2,1,3,2,0.25,0.175,0.325,0.25
mentee_50481597,1,2,4,2,0.1667,0.2333,0.3667,0.2333
mentee_345405dc,4,2,1,4,0.3182,0.2091,0.1545,0.3182
mentee_06ccc09d,5,4,1,4,0.3143,0.2714,0.1429,0.2714
mentee_27c8594a,2,2,5,4,0.1923,0.1923,0.3308,0.2846
mentee_7e9eff73,2,4,3,2,0.2091,0.3182,0.2636,0.2091
mentee_de6a9462,4,2,3,3,0.3,0.2,0.25,0.25
mentee_cf16589b,2,3,2,1,0.25,0.325,0.25,0.175
mentee_2a4df6eb,5,1,3,2,0.3727,0.1545,0.2636,0.2091
mentee_90de6620,1,4,4,4,0.1462,0.2846,0.2846,0.2846
mentee_d6966459,2,3,2,3,0.22,0.28,0.22,0.28
mentee_fe1d5379,5,2,5,2,0.3143,0.1857,0.3143,0.1857
mentee_ade49b24,5,5,2,1,0.3308,0.3308,0.1923,0.1462
mentee_43b08e55,4,5,4,2,0.26,0.3,0.26,0.18
mentee_9610d2e9,5,4,4,3,0.2875,0.25,0.25,0.2125
mentee_caf84daf,1,4,2,2,0.1667,0.3667,0.2333,0.2333
mentee_c6f25011,3,4,5,2,0.2286,0.2714,0.3143,0.1857
mentee_32b611ee,5,2,5,1,0.3308,0.1923,0.3308,0.1462
mentee_b4998752,4,1,1,4,0.34,0.16,0.16,0.34
mentee_7ae9a263,5,1,4,5,0.3,0.14,0.26,0.3
mentee_bc5c77d6,4,4,1,4,0.2846,0.2846,0.1462,0.2846
mentee_58619948,4,2,1,5,0.3,0.2,0.15,0.35
mentee_c2388b52,1,4,2,2,0.1667,0.3667,0.2333,0.2333
mentee_bfd180dd,3,3,2,1,0.3,0.3,0.2333,0.1667
mentee_d6dcca7b,1,4,3,2,0.16,0.34,0.28,0.22
mentee_aa691593,4,5,5,1,0.26,0.3,0.3,0.14
mentee_ef44876c,4,4,2,4,0.2714,0.2714,0.1857,0.2714
mentee_4b1d40e8,2,3,4,1,0.22,0.28,0.34,0.16
mentee_01c6f411,1,4,3,5,0.1462,0.2846,0.2385,0.3308
mentee_516a25a1,1,3,4,3,0.1545,0.2636,0.3182,0.2636
mentee_76a002a6,5,5,5,2,0.2765,0.2765,0.2765,0.1706
mentee_dfa08f3a,1,5,3,1,0.16,0.4,0.28,0.16
mentee_1f2fe353,5,3,1,1,0.4,0.28,0.16,0.16
mentee_b1b34e3e,4,3,4,5,0.25,0.2125,0.25,0.2875
mentee_bf1f6b99,1,3,3,2,0.1667,0.3,0.3,0.2333
mentee_20b55935,5,1,5,2,0.3308,0.1462,0.3308,0.1923
mentee_db075c1f,2,3,2,5,0.2,0.25,0.2,0.35
mentee_fcb325a2,1,4,5,2,0.15,0.3,0.35,0.2
mentee_7499619e,2,3,3,3,0.2091,0.2636,0.2636,0.2636
mentee_5b565941,5,4,3,1,0.3308,0.2846,0.2385,0.1462
mentee_513f15ad,1,3,3,4,0.1545,0.2636,0.2636,0.3182
mentee_38e0da10,4,5,5,1,0.26,0.3,0.3,0.14
mentee_fa7c8769,4,5,5,3,0.2412,0.2765,0.2765,0.2059
mentee_053cb3d1,4,5,3,1,0.2846,0.3308,0.2385,0.1462
mentee_71282eae,2,4,1,1,0.25,0.4,0.175,0.175
mentee_fe16c7d3,4,2,3,1,0.34,0.22,0.28,0.16
mentee_fb77c181,1,2,3,1,0.1857,0.2714,0.3571,0.1857
mentee_45b9fb36,2,4,2,2,0.22,0.34,0.22,0.22
mentee_e42f7986,5,1,3,4,0.3308,0.1462,0.2385,0.2846
mentee_3d83927c,5,2,4,3,0.3143,0.1857,0.2714,0.2286
mentee_4081c4e3,4,4,1,3,0.3,0.3,0.15,0.25
mentee_09e8c10b,2,1,1,2,0.3,0.2,0.2,0.3
mentee_2cb6f827,5,3,4,5,0.2765,0.2059,0.2412,0.2765
mentee_20d5ab2a,3,3,4,5,0.22,0.22,0.26,0.3
mentee_4b9b6506,5,5,4,4,0.2667,0.2667,0.2333,0.2333
mentee_c849437c,3,5,2,3,0.2385,0.3308,0.1923,0.2385
mentee_05b87ded,2,3,2,4,0.2091,0.2636,0.2091,0.3182
mentee_36e1a74e,3,3,1,2,0.3,0.3,0.1667,0.2333
mentee_9a44a8ef,3,3,4,2,0.25,0.25,0.3,0.2
mentee_ccab6c78,5,2,5,3,0.3,0.18,0.3,0.22
mentee_325b6866,2,2,2,2,0.25,0.25,0.25,0.25
mentee_73f2da86,2,1,1,3,0.2714,0.1857,0.1857,0.3571
mentee_659c7091,5,2,4,3,0.3143,0.1857,0.2714,0.2286
mentee_7e1d799f,3,2,2,5,0.25,0.2,0.2,0.35
mentee_fcf5b044,1,3,3,2,0.1667,0.3,0.3,0.2333
mentee_df9e16a6,3,4,5,2,0.2286,0.2714,0.3143,0.1857
mentee_86a3e488,5,3,1,1,0.4,0.28,0.16,0.16
mentee_3591ddc0,4,4,2,4,0.2714,0.2714,0.1857,0.2714
mentee_a7c7f286,3,2,1,5,0.2636,0.2091,0.1545,0.3727
mentee_e4913ce2,5,3,3,4,0.3,0.22,0.22,0.26
mentee_7fd8532e,3,5,2,5,0.22,0.3,0.18,0.3
mentee_779a869e,4,3,1,4,0.3,0.25,0.15,0.3
mentee_81e9c25d,1,2,5,1,0.1667,0.2333,0.4333,0.1667
mentee_de896547,3,1,4,5,0.2385,0.1462,0.2846,0.3308
mentee_fe730a3e,2,4,3,1,0.22,0.34,0.28,0.16
mentee_3b0e00e5,3,1,5,2,0.2636,0.1545,0.3727,0.2091
mentee_ab5ec5c3,5,5,2,3,0.3,0.3,0.18,0.22
mentee_8d29ba29,2,1,1,5,0.2333,0.1667,0.1667,0.4333
mentee_742006b4,4,1,5,4,0.2714,0.1429,0.3143,0.2714
mentee_f0689966,2,4,3,5,0.1857,0.2714,0.2286,0.3143
mentee_9bce5163,5,5,1,3,0.3143,0.3143,0.1429,0.2286
mentee_f6d5b9c5,4,2,4,3,0.2846,0.1923,0.2846,0.2385
mentee_747286cc,4,3,1,3,0.3182,0.2636,0.1545,0.2636
mentee_d5f49e1f,3,3,3,4,0.2385,0.2385,0.2385,0.2846
mentee_d7d86fd7,5,1,2,4,0.35,0.15,0.2,0.3
mentee_c1c164e6,4,4,3,2,0.2846,0.2846,0.2385,0.1923
mentee_6342275f,4,4,2,5,0.26,0.26,0.18,0.3
mentee_1d226640,5,1,2,2,0.4,0.16,0.22,0.22
mentee_263c26f2,3,4,5,3,0.22,0.26,0.3,0.22
mentee_532cd166,1,5,4,1,0.1545,0.3727,0.3182,0.1545
mentee_d7383fe8,1,4,3,4,0.15,0.3,0.25,0.3
mentee_3e063417,2,5,4,5,0.175,0.2875,0.25,0.2875
mentee_44abdcf0,2,2,2,4,0.22,0.22,0.22,0.34
mentee_913d5c99,3,5,4,1,0.2385,0.3308,0.2846,0.1462
mentee_4126ff9f,3,5,3,4,0.22,0.3,0.22,0.26
mentee_29ee98f5,5,4,2,1,0.35,0.3,0.2,0.15
mentee_4ef04248,1,2,3,3,0.1667,0.2333,0.3,0.3
mentee_082e7aaa,4,1,3,4,0.3,0.15,0.25,0.3
mentee_741e0dd8,2,4,2,1,0.2333,0.3667,0.2333,0.1667
mentee_b8e77b4c,1,3,4,1,0.1667,0.3,0.3667,0.1667
mentee_5e353ca3,5,3,5,4,0.2765,0.2059,0.2765,0.2412
mentee_6aeac2ec,5,4,3,4,0.2875,0.25,0.2125,0.25
mentee_dff0decc,1,3,5,5,0.1429,0.2286,0.3143,0.3143
mentee_22f51242,1,3,2,5,0.1545,0.2636,0.2091,0.3727
mentee_8e9438fa,1,2,3,4,0.16,0.22,0.28,0.34
mentee_f1f3d88a,2,3,2,1,0.25,0.325,0.25,0.175
mentee_422fc426,3,3,4,3,0.2385,0.2385,0.2846,0.2385
mentee_6e715393,1,3,3,5,0.15,0.25,0.25,0.35
mentee_7b6366d7,1,5,2,2,0.16,0.4,0.22,0.22
mentee_706efc56,1,5,2,5,0.1462,0.3308,0.1923,0.3308
